BUDGET FISCAL YEAR,FTYP,FUNDTYPE,APPR,APPROPRIATION,Service Number,SERVICE,OBJECTGROUP,EXPENDITURE CLASSIFICATION,CURRENT BUDGET,ENCUMBRANCE,EXPENSES,ENCUMB&EXPENSE
2017,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.18,City GIS Services,RE,Reimbursements,-1048691,0,0,0
2016,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,,NONE,QM,Supplies & Materials,0,-14466.81,14466.81,0
2016,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,2.1800000000000002,Fire Inspection for New Construction,QM,Supplies & Materials,13779,0,13401.15,13401.15
2017,GNFD,General Fund,0001OFS,Non-Departmental,5.46,Non-Departmental,RC,Capital Outlay,975000,0,0,0
2017,GNFD,General Fund,0001CCS,Code Compliance GF,3.1,Consumer Health,RE,Reimbursements,-204560,0,0,0
2017,EFOP,Enterprise Operating Fund,0140OCA,Municipal Radio OCA,4.13,WRR Municipal Radio Classical Music,TR,Transfers Out,73220,0,0,0
2017,GNFD,General Fund,0001OFS,Non-Departmental,2.46,Tax Increment Financing Districts Payments,QV,Contractual & Other Services,34130456,0,0,0
2016,GNFD,General Fund,0001PNV,Planning and Urban Design GF,2.2799999999999998,Neighborhood Vitality,QM,Supplies & Materials,15863,0,23229.97,23229.97
2017,GNFD,General Fund,0001CCO,City Controller's Office GF,5.12,Cash and Debt Management,WB,Debt Svc-Interest On Bonds,54500,0,9500,9500
2017,GNFD,General Fund,0001ECO,Economic Development GF,2.4,Small Business Initiatives,RE,Reimbursements,-448342,0,0,0
2017,GNFD,General Fund,0001STS,Street Services GF,2.56,Street Resurfacing,QV,Contractual & Other Services,19040,0,51.46,51.46
2016,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.0900000000000001,Fire and Rescue Emergency Response,PS,Personnel Services,166222787,0,171681331.69,171681331.69
2016,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,,NONE,QV,Contractual & Other Services,0,-247.79,247.79,0
2016,GNFD,General Fund,0001CCS,Code Compliance GF,3.18,Neighborhood Nuisance Abatement,QM,Supplies & Materials,275429,0,298314.7,298314.7
2017,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.O,Public Safety Technology Support,TR,Transfers Out,104969,0,0,0
2016,GNFD,General Fund,0001PER,Human Resources GF,5.38,HRIS and HR Payroll Services,PS,Personnel Services,1174870,0,977378.59,977378.59
2017,INSV,Internal Service Fund,0196EBS,Equipment Services EBS,5.E,City Fleet Maintenance and Repair Services,RC,Capital Outlay,54990,0,0,0
2017,GNFD,General Fund,RSVTRAN,Reserves & Transfers,5.22,Contingency Reserve,TR,Transfers Out,1650000,0,0,0
2017,DSGO,General Obligation Debt Service,0981BMS,Debt Service BMS,8.8800000000000008,Debt Service,QV,Contractual & Other Services,13495664,0,0,0
2016,GNFD,General Fund,0001STS,Street Services GF,2.4700000000000002,Traffic Operations Maintenance,PS,Personnel Services,3611984,0,3128804.02,3128804.02
2017,GNFD,General Fund,0001PNV,Planning and Urban Design GF,2.2799999999999998,Neighborhood Vitality,TR,Transfers Out,100000,0,0,0
2017,GNFD,General Fund,0001PER,Human Resources GF,9.99,Department Support,RE,Reimbursements,-459243,0,0,0
2017,GNFD,General Fund,0001BMS,Office of Financial Services GF,9.99,Department Support,RE,Reimbursements,-314945,0,-267439.35,-267439.35
2017,INSV,Internal Service Fund,0199POM,Express Business Center POM,5.B,Business Services,TR,Transfers Out,38003,0,0,0
2017,EFOP,Enterprise Operating Fund,0061SDM,Storm Drainage Mgmt Operations,9.99,Department Support,QV,Contractual & Other Services,0,0,655.20000000000005,655.20000000000005
2017,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.05,City Facility Services,TR,Transfers Out,7831,0,0,0
2017,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.Q,Strategic Technology Management,TR,Transfers Out,355981,0,0,0
2017,GNFD,General Fund,0001ATT,City Attorney's Office GF,9.99,Department Support,RE,Reimbursements,-1295580,0,0,0
2016,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.1000000000000001,Fire Dispatch and Communications,QM,Supplies & Materials,106813,0,206329.02,206329.02
2017,INSV,Internal Service Fund,0196EBS,Equipment Services EBS,5.H,Environmental Services for City Fleet Operations,TR,Transfers Out,29033,0,0,0
2017,EFOP,Enterprise Operating Fund,0130AVI,Airport Operations AVI,2.21,Aviation Facilities - Dallas Executive Airport & Vertiport,RE,Reimbursements,-50000,0,0,0
2017,GNFD,General Fund,0001CCO,City Controller's Office GF,5.32,Financial Reporting,RE,Reimbursements,-291165,0,0,0
2017,INSV,Internal Service Fund,0196EBS,Equipment Services EBS,5.D,City Fleet Asset Management,RE,Reimbursements,-4962844,0,0,0
2016,GNFD,General Fund,0001DPD,Police Department GF,1.26,Police Investigation of Vice Related Crimes,QM,Supplies & Materials,72416,0,31684.8,31684.8
2017,GNFD,General Fund,0001CTS,Court and Detention Services GF,1.17,Municipal Court Services,RE,Reimbursements,-132275,0,0,0
2017,GNFD,General Fund,0001IGS,Mgmt Services - Intergovernmental Services,5.41,Intergovernmental Services,RE,Reimbursements,-398625,0,0,0
2017,GNFD,General Fund,0001ECO,Economic Development GF,2.11,Dallas Film Commission,RE,Reimbursements,-201298,0,0,0
2017,GNFD,General Fund,0001OCA,Office of Cultural Affairs GF,9.99,Department Support,RE,Reimbursements,-398003,0,0,0
2016,GNFD,General Fund,0001DPD,Police Department GF,1.29,Police Operational Support,QM,Supplies & Materials,492764,0,675798.8,675798.8
2017,GNFD,General Fund,RSVTRAN,Reserves & Transfers,5.44,Liability/Claims Fund Transfer,QV,Contractual & Other Services,4282542,0,0,0
2016,GNFD,General Fund,0001CCS,Code Compliance GF,2.36,Regulation and Enforcement of For Hire Transportation,QM,Supplies & Materials,138470,0,14301.29,14301.29
2017,GNFD,General Fund,0001ECO,Economic Development GF,2.04,Business Development,RE,Reimbursements,-892173,0,0,0
2017,INSV,Internal Service Fund,0196EBS,Equipment Services EBS,5.D,City Fleet Asset Management,TR,Transfers Out,85338,0,0,0
2017,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.C,Business Technology Services,TR,Transfers Out,314590,0,0,0
2016,GNFD,General Fund,0001CTJ,Judiciary GF,1.18,Municipal Judges/Cases Docketed,QM,Supplies & Materials,15869,0,7355.65,7355.65
2017,GNFD,General Fund,0001HOU,Housing GF,5.37,Housing Management/Contract Support,RE,Reimbursements,-131353,0,0,0
2017,GNFD,General Fund,0001CCO,City Controller's Office GF,9.99,Department Support,RE,Reimbursements,-180068,0,0,0
2017,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,2.54,Water Utilities Capital Program Management,TR,Transfers Out,612935,0,0,0
2016,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,5.18,City GIS Services,QM,Supplies & Materials,19100,14466.81,24309.23,38776.04
2017,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.04,Brush/Bulk Waste Removal Services,TR,Transfers Out,473750,0,0,0
2017,INSV,Internal Service Fund,0196EBS,Equipment Services EBS,5.E,City Fleet Maintenance and Repair Services,TR,Transfers Out,884302,0,0,0
2016,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.15,Engineering & Inspection Review for Private Development,QM,Supplies & Materials,12982,0,66976.01,66976.01
2017,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.1000000000000001,Fire Dispatch and Communications,RE,Reimbursements,-2975000,0,0,0
2017,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,5.54,"Water Planning, Financial and Rate Services",TR,Transfers Out,96779,0,0,0
2017,INSV,Internal Service Fund,0196EBS,Equipment Services EBS,5.I,Fuel Procurement and Management,RC,Capital Outlay,25000,0,0,0
2017,GNFD,General Fund,0001EAD,Mgmt Services - Ethics and Diversity,5.3,Ethics and Diversity,QM,Supplies & Materials,850,0,0,0
2016,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,2.1800000000000002,Fire Inspection for New Construction,PS,Personnel Services,1911979,0,1980728.9,1980728.9
2017,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,9.99,Department Support,RE,Reimbursements,-1728283,0,0,0
2016,GNFD,General Fund,0001DPD,Police Department GF,,NONE,PS,Personnel Services,0,0,4149.04,4149.04
2017,GNFD,General Fund,0001STS,Street Services GF,2.56,Street Resurfacing,RE,Reimbursements,-425499,0,0,0
2017,OTHO,Other Operating Fund,0278PER,Employee Benefits Administration,5.J,HR Benefits Administration Services,TR,Transfers Out,30699,0,0,0
2017,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.08,Construction Plan Review and Permitting,TR,Transfers Out,1266708,0,0,0
2016,GNFD,General Fund,0001STL,Street Lighting,2.42,Street Lighting,QM,Supplies & Materials,16158937,0,16022860.85,16022860.85
2016,GNFD,General Fund,0001PKR,Park and Recreation GF,4.09,Park Land Maintained,PS,Personnel Services,17936426,0,17868584.2,17868584.2
2016,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.K,Internal Computer Support,QM,Supplies & Materials,226252,0,180777.93,180777.93
2017,GNFD,General Fund,0001CTJ,Judiciary GF,1.03,Civil Adjudication Court,QM,Supplies & Materials,1120,0,0,0
2017,GNFD,General Fund,0001STS,Street Services GF,9.99,Department Support,RE,Reimbursements,-1738858,0,0,0
2017,GNFD,General Fund,0001CTJ,Judiciary GF,1.05,Court Security,RE,Reimbursements,-274168,0,0,0
2017,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,3.24,Wastewater Collection,RE,Reimbursements,-1434529,0,0,0
2016,GNFD,General Fund,0001CCS,Code Compliance GF,2.36,Regulation and Enforcement of For Hire Transportation,QV,Contractual & Other Services,437019,0,457362.68,457362.68
2016,GNFD,General Fund,0001DEV,Sustainable Dev and Construction GF,2.35,Real Estate and Relocation,RE,Reimbursements,-1975366,0,-2435657.22,-2435657.22
2016,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.05,City Facility Services,QM,Supplies & Materials,4814,0,10743.17,10743.17
2017,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,9.99,Department Support,RE,Reimbursements,-4064829,0,0,0
2017,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,2.5299999999999998,Water Production and Delivery,TR,Transfers Out,2350353,0,0,0
2017,GNFD,General Fund,0001POM,Business Development & Procurement GF,5.1100000000000003,Business Inclusion & Development Compliance Monitoring,QM,Supplies & Materials,32542,0,0,0
2017,GNFD,General Fund,0001PER,Human Resources GF,5.39,Human Resource Consulting,RE,Reimbursements,-317686,0,0,0
2017,GNFD,General Fund,0001PKR,Park and Recreation GF,4.05,Leisure Venue Management,PS,Personnel Services,231360,0,14054.86,14054.86
2017,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.34,Private Development Survey,QM,Supplies & Materials,6535,0,0,0
2016,GNFD,General Fund,0001STS,Street Services GF,2.42,Street Lighting,QM,Supplies & Materials,0,0,4365.1,4365.1
2016,GNFD,General Fund,0001CCO,City Controller's Office GF,9.99,Department Support,QV,Contractual & Other Services,0,0,27727.33,27727.33
2016,GNFD,General Fund,0001STS,Street Services GF,2.39,Service Maintenance Areas,PS,Personnel Services,11054875,0,10654806.56,10654806.56
2017,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.08,Construction Plan Review and Permitting,RC,Capital Outlay,50000,0,0,0
2017,GNFD,General Fund,0001CMO,City Manager's Office GF,5.14,City Administration,RE,Reimbursements,-597607,0,0,0
2017,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.K,Internal Computer Support,TR,Transfers Out,466634,0,0,0
2017,GNFD,General Fund,0001STS,Street Services GF,2.39,Service Maintenance Areas,RC,Capital Outlay,0,0,0,0
2017,GNFD,General Fund,0001CCS,Code Compliance GF,9.99,Department Support,RE,Reimbursements,-942185,0,0,0
2016,GNFD,General Fund,0001CTS,Court and Detention Services GF,1.17,Municipal Court Services,RE,Reimbursements,-30784,0,-68023.18,-68023.18
2017,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,3.24,Wastewater Collection,TR,Transfers Out,894056,0,0,0
2017,GNFD,General Fund,0001CPE,Mgmt Services - Strategic Initiatives,5.13,Center for Performance Excellence,RE,Reimbursements,-313944,0,-12062.5,-12062.5
2016,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,,NONE,RC,Capital Outlay,0,0,0,0
2017,OTHO,Other Operating Fund,0195ORM,Office of Risk Management,5.P,Risk Management Services,TR,Transfers Out,129172,0,0,0
2016,GNFD,General Fund,0001STS,Street Services GF,2.4300000000000002,Street Repair Division - Asphalt,PS,Personnel Services,5836374,0,5610175.33,5610175.33
2017,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.0900000000000001,Fire and Rescue Emergency Response,RE,Reimbursements,-264000,0,0,0
2017,EFOP,Enterprise Operating Fund,0061SDM,Storm Drainage Mgmt Operations,3.21,Storm Drainage Management Fund,TR,Transfers Out,6168022,0,0,0
2017,GNFD,General Fund,0001AGE,Mgmt Services - Council Agenda,5.15,City Agenda Process,QM,Supplies & Materials,1000,0,167.06,167.06
2017,GNFD,General Fund,0001IND,Gf - Ind Audit Contract,5.4,Independent Audit,QV,Contractual & Other Services,865200,0,0,0
2016,GNFD,General Fund,0001CCO,City Controller's Office GF,5.12,Cash and Debt Management,QV,Contractual & Other Services,88161,0,46751.46,46751.46
2017,INSV,Internal Service Fund,0197DSV,Radio Services DSV,5.M,Internal Radio Communication,TR,Transfers Out,137864,0,0,0
2017,INSV,Internal Service Fund,0196EBS,Equipment Services EBS,5.F,City Fleet Paint and Body Shop Coordination,TR,Transfers Out,7900,0,0,0
2017,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.18,City GIS Services,RC,Capital Outlay,32000,0,0,0
2017,OTHO,Other Operating Fund,0191DSV,9-1-1 System Operations,5.A,9-1-1 Technology/Education Services,TR,Transfers Out,6205,0,0,0
2017,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.19,Recycling Collection and Waste Diversion,TR,Transfers Out,277985,0,0,0
2016,GNFD,General Fund,0001DPD,Police Department GF,1.22,Police Community Outreach,QM,Supplies & Materials,12470,0,21575.05,21575.05
2017,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.16,Landfill Services,TR,Transfers Out,6734485,0,0,0
2016,GNFD,General Fund,0001MCC,Mayor and City Council GF,5.03,Administrative Support for the Mayor and City Council,QM,Supplies & Materials,93644,0,62765.96,62765.96
2016,GNFD,General Fund,0001PBW,Public Works GF,2.41,Street Cut and Right-of-Way Management (Cut Control),RE,Reimbursements,-455553,0,-385218.96,-385218.96
2017,GNFD,General Fund,0001PER,Human Resources GF,5.38,HRIS and HR Payroll Services,RE,Reimbursements,0,0,172000,172000
2017,GNFD,General Fund,0001DPD,Police Department GF,1.23,Police Criminal Investigations,TR,Transfers Out,158337,0,0,0
2017,GNFD,General Fund,0001CCS,Code Compliance GF,3.12,Dallas Animal Services,RC,Capital Outlay,220000,467457.32,0,467457.32
2016,GNFD,General Fund,0001CTS,Court and Detention Services GF,1.17,Municipal Court Services,QM,Supplies & Materials,291842,2790.72,243208.05,245998.77
2017,GNFD,General Fund,0001BAC,Mgmt Services - Boards and Commissions,5.09,Boards and Commissions Liaison,QM,Supplies & Materials,1500,0,0,0
2017,GNFD,General Fund,0001CVS,Civil Service GF,5.33,Fire Applicant - Physical Abilities Testing,QV,Contractual & Other Services,583,0,0,0
2017,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.03,Animal Remains Collection,TR,Transfers Out,35237,0,0,0
2017,INSV,Internal Service Fund,0196EBS,Equipment Services EBS,5.F,City Fleet Paint and Body Shop Coordination,RE,Reimbursements,-35000,0,0,0
2017,GNFD,General Fund,0001PNV,Planning and Urban Design GF,2.3199999999999998,Planning and Design Studio,RE,Reimbursements,-199102,0,0,0
2017,GNFD,General Fund,0001ECO,Economic Development GF,2.14,Economic Development Research and Information Services,RE,Reimbursements,-549691,0,0,0
2017,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,5.26,DWU General Expense,PS,Personnel Services,876946,0,0,0
2016,GNFD,General Fund,0001STS,Street Services GF,2.48,Traffic Safety and Congestion Management,PS,Personnel Services,2913701,0,2718526.46,2718526.46
2017,GNFD,General Fund,0001DPD,Police Department GF,1.31,Police Special Operations,TR,Transfers Out,273383,0,0,0
2016,GNFD,General Fund,0001CVS,Civil Service GF,5.05,Applicant Processing - Civilian,PS,Personnel Services,662829,0,645731.63,645731.63
2017,INSV,Internal Service Fund,0196EBS,Equipment Services EBS,5.I,Fuel Procurement and Management,TR,Transfers Out,49516,0,0,0
2017,GNFD,General Fund,0001CCS,Code Compliance GF,9.99,Department Support,PS,Personnel Services,884895,0,0,0
2016,GNFD,General Fund,0001LIB,Library GF,4.08,"Literacy Initiatives, Education & Community Engagement",QV,Contractual & Other Services,7200,0,19139.86,19139.86
2016,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.1000000000000001,Fire Dispatch and Communications,PS,Personnel Services,7292906,0,7728868.32,7728868.32
2017,GNFD,General Fund,0001OEQ,Mgmt Services - Environmental Quaity,3.01,Air Quality Compliance,RE,Reimbursements,-741278,0,0,0
2017,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,2.52,Water Capital Funding,WN,Interest On Notes-Debt Service,10000,0,0,0
2017,EFOP,Enterprise Operating Fund,0130AVI,Airport Operations AVI,2.12,Dallas Love Field,TR,Transfers Out,835489,0,0,0
2017,GNFD,General Fund,0001PKR,Park and Recreation GF,4.04,Golf and Tennis Centers,RE,Reimbursements,-357319,0,0,0
2016,GNFD,General Fund,0001LIB,Library GF,4.0599999999999996,Library Materials & Collection Management,QM,Supplies & Materials,25488,0,37732.67,37732.67
2017,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,5.55,Water Utilities Customer Account Services,TR,Transfers Out,1253522,0,0,0
2017,GNFD,General Fund,0001ECO,Economic Development GF,2.0099999999999998,Area Redevelopment,RE,Reimbursements,-774334,0,0,0
